门店名称,门店ID,商品名称,支付类型,子规格商品名,属性,商品条形码,商品一级分组,财务分组,订单号,下单日期,下单时间,结账日期,结账时间,单价,数量,单位,原单价格,优惠金额,实收金额（含抹零金额）,退款金额,折扣率,销售渠道,取餐码,桌台,实时库存,是否会员消费,会员名称,会员等级,会员实体卡号,下单人,开台人,商品备注,订单备注,
"慕味茶餐厅","171656","咖喱蟹1780","现金","","","","仅限云中庭","","3694452696","2025-03-14","23:25:04","2025-03-14","23:25:08","1780","1.000000000000000000","份","1780","0","1780","0","0.0000","收银机","","Y03","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","红烧牛肉面 58 Braised Beef Noodles 58","现金","","","","仅限云中庭","","3694452696","2025-03-14","23:25:04","2025-03-14","23:25:08","58","3.000000000000000000","份","174","0","174","0","0.0000","收银机","","Y03","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","一磅水果奶油蛋糕","现金","","","","","","3694452696","2025-03-14","23:25:04","2025-03-14","23:25:08","129","10.000000000000000000","份","1290","0","1290","0","0.0000","收银机","","Y03","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","马卡龙","现金","","","","VIP中餐","","3694452696","2025-03-14","23:25:04","2025-03-14","23:25:08","68","1.000000000000000000","份","68","0","68","0","0.0000","收银机","","Y03","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","牛肉披萨118","现金","","","","","","3694452696","2025-03-14","23:25:04","2025-03-14","23:25:08","118","1.000000000000000000","份","118","0","118","0","0.0000","收银机","","Y03","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","韩式炸鸡78 Korean Fried Chicken78","现金","","","","","","3694452696","2025-03-14","23:25:04","2025-03-14","23:25:08","78","1.000000000000000000","份","78","0","78","0","0.0000","收银机","","Y03","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","炸粗薯条38  French Fries  38","现金","","","","仅限云中庭","","3694452696","2025-03-14","23:25:04","2025-03-14","23:25:08","38","1.000000000000000000","份","38","0","38","0","0.0000","收银机","","Y03","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","肉炒小灰蘑小白菜","现金","","","","","","3694452696","2025-03-14","23:25:04","2025-03-14","23:25:08","68","1.000000000000000000","份","68","0","68","0","0.0000","收银机","","Y03","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","VIP 生炒广东菜心","现金","","","","VIP中餐","","3694452696","2025-03-14","23:25:04","2025-03-14","23:25:08","68","1.000000000000000000","份","68","0","68","0","0.0000","收银机","","Y03","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","姜汁炒青豆苗","现金","","","","中式热菜2","","3694452696","2025-03-14","23:25:04","2025-03-14","23:25:08","68","1.000000000000000000","份","68","0","68","0","0.0000","收银机","","Y03","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","差价1","现金","","","","VIP中餐","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","1","1.000000000000000000","份","1","0","1","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","果盘88","现金","","","","仅限云中庭","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","88","1.000000000000000000","份","88","0","88","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","素馅饼","现金","","","","VIP中餐","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","8","6.000000000000000000","份","48","0","48","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","黄油饼/个","现金","","","","精美港式主食","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","5","6.000000000000000000","份","30","0","30","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","小米粥5","现金","","","","VIP中餐","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","5","5.000000000000000000","份","25","0","25","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","油条28/根","现金","","","","精美港式主食","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","28","1.000000000000000000","份","28","0","28","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","长沙小炒肉","现金","","","","粤/湘菜","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","78","1.000000000000000000","份","78","0","78","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","韭香腰花","现金","","","","中式热菜2","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","128","1.000000000000000000","份","128","0","128","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","脆皮玻璃乳鸽/只","现金","","","","佐酒冷肴","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","78","1.000000000000000000","份","78","0","78","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","脆皮玻璃乳鸽/只","现金","","","","佐酒冷肴","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","78","1.000000000000000000","份","78","0","78","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","香椿虾仁炒土鸡蛋","现金","","","","中式热菜2","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","88","1.000000000000000000","份","88","0","88","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","锅包肉","现金","","","","粤/湘菜","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","68","1.000000000000000000","份","68","0","68","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","白玉凉瓜老鸭炖鱼翅","现金","","","","中式热菜2","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","138","5.000000000000000000","份","690","0","690","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","VIP 蘸酱菜","现金","","","","VIP中餐","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","58","1.000000000000000000","份","58","0","58","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","水萝卜拌粉丝","现金","","","","VIP中餐","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","58","1.000000000000000000","份","58","0","58","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","泉水手把肉/斤","现金","","","","粤/湘菜","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","118","1.000000000000000000","份","118","0","118","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","锅茶/份","现金","","","","位你而来","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","128","1.000000000000000000","份","128","0","128","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","九龙窠肉桂","现金","","","","云中庭中式茗茶","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","258","1.000000000000000000","份","258","0","258","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","酱猪头肉","现金","","","","中式热菜2","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","58","1.000000000000000000","份","58","0","58","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","传统酱牛肉","现金","","","","","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","88","1.000000000000000000","例","88","0","88","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","把肉茄子","现金","","","","仅限云中庭","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","138","1.000000000000000000","份","138","0","138","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","芦笋炒桂花鱼","现金","","","","仅限云中庭","","3694432662","2025-03-14","23:19:27","2025-03-14","23:19:38","368","1.000000000000000000","份","368","0","368","0","0.0000","收银机","","Y01","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","九龙窠肉桂","现金","","","","云中庭中式茗茶","","3694383405","2025-03-14","23:37:00","2025-03-14","23:37:05","258","1.000000000000000000","份","258","0","258","0","0.0000","收银机","","Y04","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","九龙窠肉桂","现金","","","","云中庭中式茗茶","","3694383405","2025-03-14","23:37:00","2025-03-14","23:37:05","258","1.000000000000000000","份","258","0","258","0","0.0000","收银机","","Y04","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","有糖杏仁露","现金","","","","茶水&酒水&软饮","","3694268231","2025-03-14","22:24:22","2025-03-14","22:24:29","15","1.000000000000000000","瓶","15","5.1","9.9","0","0.3400","收银机","","Y04","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","巧克力香橙蛋糕","现金","","","","云中庭甜品小屋","","3694268231","2025-03-14","22:24:22","2025-03-14","22:24:29","32","1.000000000000000000","份","32","10.9","21.1","0","0.3406","收银机","","Y04","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","玉桂提子卷-线上3.9","现金","","","","仅限云中庭","","3694168887","2025-03-14","22:23:42","2025-03-14","22:23:45","3.9","3.000000000000000000","份","11.7","0","11.7","0","0.0000","收银机","","Y07","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","白米饭","现金","","","","精美港式主食","","3694158905","2025-03-14","22:23:59","2025-03-14","22:24:01","5","2.000000000000000000","碗","10","0","10","0","0.0000","收银机","","Y03","0","否","","","","YUN33233/云中庭收银","YUN33233/云中庭收银","","",
"慕味茶餐厅","171656","茅荆坝矿泉水","现金","","","","茶水&酒水&软饮","","3694116082","2025-03-14","22:58:56","2025-03-14","22:59:13","8","4.000000000000000000","瓶","32","0.06","31.94","0","0.0019","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","VIP雪碧","现金","","","","VIP中餐","","3694116082","2025-03-14","22:58:56","2025-03-14","22:59:13","12","3.000000000000000000","份","36","0.06","35.94","0","0.0017","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","沙棘汁/中","现金","","","","VIP中餐","","3694116082","2025-03-14","22:58:56","2025-03-14","22:59:13","15","2.000000000000000000","份","30","0.05","29.95","0","0.0017","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","屈臣氏苏打水","现金","","","","烧烤","","3694116082","2025-03-14","22:58:56","2025-03-14","22:59:13","25","20.000000000000000000","份","500","0.95","499.05","0","0.0019","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","黄瓜雪梨汁","现金","","","","中式热菜2","","3694116082","2025-03-14","22:58:56","2025-03-14","22:59:13","168","6.000000000000000000","份","1008","1.91","1006.09","0","0.0019","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","蟹黄芙蓉鸡片","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","198","1.000000000000000000","份","198","0.37","197.63","0","0.0019","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","水果拼盘/例","现金","","","","VIP中餐","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","68","1.000000000000000000","份","68","0.12","67.88","0","0.0018","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","养颜木瓜雪耳糖水（赠）","现金","","","","位你而来","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","28","10.000000000000000000","份","280","0.53","279.47","0","0.0019","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","水果（位上）","现金","","","","餐后甜品","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","28","10.000000000000000000","份","280","0.53","279.47","0","0.0019","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","油条28/根","现金","","","","精美港式主食","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","28","2.000000000000000000","份","56","0.1","55.9","0","0.0018","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","上海菜饭","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","98","1.000000000000000000","份","98","0.18","97.82","0","0.0018","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","姜汁炒青豆苗","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","68","1.000000000000000000","份","68","0.12","67.88","0","0.0018","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","胡椒莲藕猪手浸虾滑","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","168","1.000000000000000000","份","168","0.31","167.69","0","0.0018","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","韭香腰花","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","128","1.000000000000000000","份","128","0.24","127.76","0","0.0019","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","香煎银鳕鱼柠檬黄油汁","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","998","1.000000000000000000","份","998","1.89","996.11","0","0.0019","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","鲜芦笋爆海南眼睛螺","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","198","1.000000000000000000","份","198","0.37","197.63","0","0.0019","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","客家盐h手撕鸡","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","238","1.000000000000000000","份","238","0.45","237.55","0","0.0019","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","黄豆嘴煎安格斯牛肉","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","198","1.000000000000000000","份","198","0.37","197.63","0","0.0019","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","甜蜜豆鸡枞菌煎东星斑球","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","1688","1.000000000000000000","份","1688","3.2","1684.8","0","0.0019","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","帝皇蟹三食","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","5988","1.000000000000000000","份","5988","11.73","5976.27","0","0.0020","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","白玉凉瓜老鸭炖鱼翅","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","138","10.000000000000000000","份","1380","2.62","1377.38","0","0.0019","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","西点60","现金","","","","VIP中餐","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","98","1.000000000000000000","份","98","0.18","97.82","0","0.0018","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","VIP四调味","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","0","1.000000000000000000","份","0","0","0","0","0","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","炝拌海鲜菇","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","68","1.000000000000000000","份","68","0.12","67.88","0","0.0018","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","黑松露素烧鹅","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","88","1.000000000000000000","份","88","0.16","87.84","0","0.0018","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","手工豆瓣慕斯","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","68","1.000000000000000000","份","68","0.12","67.88","0","0.0018","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","拌章丘鲍芹","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","78","1.000000000000000000","份","78","0.14","77.86","0","0.0018","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","麻椒冰镇火箭鱿鱼","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","298","1.000000000000000000","份","298","0.56","297.44","0","0.0019","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","温拌鲍鱼","现金","","","","中式热菜2","","3694116082","2025-03-14","21:41:11","2025-03-14","22:59:13","298","1.000000000000000000","份","298","0.56","297.44","0","0.0019","收银机","","行政","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","鲜啤10元","现金","","","","仅限云中庭","","3693686012","2025-03-14","22:03:47","2025-03-14","22:03:55","10","2.000000000000000000","份","20","0","20","0","0.0000","收银机","","贵宾接待室","0","否","","","","SR263541/S","SR263541/S","","补单不做",
